PolicyNum,Year,LnCoverage,BCcov,Premium,Freq,Deduct,y,lny,yAvg,lnDeduct,Fire5,NoClaimCredit,TypeCity,TypeCounty,TypeMisc,TypeSchool,TypeTown,TypeVillage,AC00,AC05,AC10,AC15
120012,2006,6.103178101,447277005,196802,20,500,55273.39,10.92004688,2763.6695,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120012,2007,6.169993126,478182819,196055,15,500,366403.42,12.81149025,24426.89467,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120012,2008,6.237033387,511339313,214762,11,500,47562.49,10.7697997,4323.862727,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120012,2009,6.370475188,584335432,222048,19,500,157402.17,11.9665594,8284.324737,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120012,2010,6.34452363,569366096,222052,19,500,83934.7,11.33779439,4417.615789,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120013,2006,4.848827782,127590738,63796,3,500,20169.21,9.911912463,6723.07,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120013,2007,4.929918277,138368204,55347,6,500,13101.99,9.480519406,2183.665,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120013,2008,4.980357431,145526388,59665,4,500,41266.18,10.62779856,10316.545,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120013,2009,5.028952426,152772888,62636,0,500,0,0,0,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120013,2010,5.096975124,163526511,58869,5,500,63529.9,11.05926594,12705.98,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120015,2006,4.432654039,84154470,43760,10,1000,194133.31,12.17630037,19413.331,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120015,2007,4.525948987,92383555,42497,8,1000,26819.98,10.19690241,3352.4975,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120015,2008,4.572981277,96832364,41638,9,1000,52866.97,10.87553404,5874.107778,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120015,2009,4.61914728,101407523,43605,6,1000,36411.4,10.50263719,6068.566667,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120015,2010,4.676398577,107382645,38657,11,1000,38117.45,10.54842746,3465.222727,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120017,2006,4.215380834,67719951,25733,5,5000,970.9,6.878223476,194.18,8.517193191,1,0,0,1,0,0,0,0,1,0,0,0
120017,2007,4.286615061,72719899,21816,8,5000,52342.26,10.86555935,6542.7825,8.517193191,1,0,0,1,0,0,0,0,1,0,0,0
120017,2008,4.270846775,71582224,22907,8,5000,5018.22,8.520830568,627.2775,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120017,2009,4.317390495,74992679,23997,5,5000,886.95,6.787788611,177.39,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120017,2010,4.378509758,79719144,22321,7,5000,9131.7,9.119507156,1304.528571,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120018,2006,4.621173822,101613238,51823,0,5000,0,0,0,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120018,2007,4.687441243,108575007,48858,1,5000,44628.76,10.70613377,44628.76,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120018,2008,4.743456693,114830450,44785,1,5000,146083.94,11.89193667,146083.94,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120018,2009,4.800882699,121617722,49863,2,5000,117967.96,11.67816834,58983.98,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120018,2010,4.750044404,115589417,39301,1,5000,9648.62,9.174570179,9648.62,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120021,2006,3.175142973,23930241,12923,0,2500,0,0,0,7.824046011,0,0,0,1,0,0,0,0,1,0,0,0
120021,2007,3.247124721,25716292,11573,0,2500,0,0,0,7.824046011,0,0,0,1,0,0,0,0,1,0,0,0
120021,2008,3.340058303,28220772,12135,0,2500,0,0,0,7.824046011,0,1,0,1,0,0,0,0,0,0,0,1
120021,2009,3.388305774,29615734,13031,1,2500,5451.19,8.603589212,5451.19,7.824046011,0,1,0,1,0,0,0,0,0,0,0,1
120021,2010,3.449691026,31490661,10707,2,2500,10989.35,9.304681901,5494.675,7.824046011,0,0,0,1,0,0,0,0,0,0,0,1
120022,2006,3.098685624,22168794,14410,6,500,52282.21,10.86441144,8713.701667,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120022,2007,3.168984999,23783332,13081,1,500,4500,8.411832676,4500,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120022,2008,3.212941451,24852080,13172,0,500,0,0,0,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120022,2009,3.26234163,26110607,13839,1,500,2440.21,7.79983938,2440.21,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120022,2010,3.315097516,27525078,12937,0,500,0,0,0,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120023,2006,3.796601222,44549513,19602,0,1000,0,0,0,6.907755279,1,0,0,1,0,0,0,0,0,0,1,0
120023,2007,3.868574753,47874105,17714,2,1000,55591.69,10.92578901,27795.845,6.907755279,1,0,0,1,0,0,0,0,0,0,1,0
120023,2008,3.921950267,50498835,19695,2,1000,57080.39,10.9522159,28540.195,6.907755279,1,0,0,1,0,0,0,0,0,0,1,0
120023,2009,3.944205876,51635317,19622,0,1000,0,0,0,6.907755279,1,0,0,1,0,0,0,0,0,0,1,0
120023,2010,4.185697939,65739367,21036,2,1000,16424.49,9.706528793,8212.245,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120024,2009,3.166803195,23731498,10679,4,10000,5432.29,8.600116055,1358.0725,9.210340372,0,0,0,1,0,0,0,0,1,0,0,0
120024,2010,3.550780331,34840494,14285,0,5000,0,0,0,8.517193191,0,0,0,1,0,0,0,0,0,0,0,1
120025,2006,3.829686915,46048119,27169,3,500,14327.12,9.569909524,4775.706667,6.214608098,1,0,0,1,0,0,0,0,1,0,0,0
120025,2007,3.896576703,49233619,24617,0,500,0,0,0,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120025,2008,3.949511411,51909998,26474,2,500,624.85,6.437511621,312.425,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120025,2009,3.997130919,54441728,28854,1,500,376255.81,12.83802454,376255.81,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120025,2010,4.167325548,64542605,29045,3,500,11391.53,9.340625376,3797.176667,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120026,2006,4.191579888,66127182,46950,5,500,12048.91,9.396729478,2409.782,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120026,2007,4.267814027,71365462,35682,4,2500,16487.11,9.710334142,4121.7775,7.824046011,0,0,0,1,0,0,0,0,0,0,0,1
120026,2008,4.325147426,75576654,36277,7,2500,90932.6,11.41787385,12990.37143,7.824046011,0,0,0,1,0,0,0,0,0,0,0,1
120026,2009,4.371499582,79162253,38790,4,2500,6636.19,8.800293283,1659.0475,7.824046011,0,0,0,1,0,0,0,0,0,0,0,1
120026,2010,4.442694044,85003637,34851,2,2500,70561.27,11.16423669,35280.635,7.824046011,0,0,0,1,0,0,0,0,0,0,0,1
120027,2006,3.074274934,21634190,13196,0,5000,0,0,0,8.517193191,0,0,0,1,0,0,0,0,1,0,0,0
120027,2007,3.152844179,23402531,11232,0,5000,0,0,0,8.517193191,0,0,0,1,0,0,0,0,1,0,0,0
120027,2008,3.22318668,25108004,11550,1,5000,174518.44,12.06978569,174518.44,8.517193191,0,1,0,1,0,0,0,0,1,0,0,0
120027,2009,3.267217355,26238226,12595,0,5000,0,0,0,8.517193191,0,0,0,1,0,0,0,0,0,1,0,0
120027,2010,3.492946744,32882702,13811,0,5000,0,0,0,8.517193191,0,0,0,1,0,0,0,0,0,0,0,1
120028,2006,5.130778771,169148795,77808,2,5000,22015,9.999479318,11007.5,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120028,2007,5.230488569,186884087,63540,0,5000,0,0,0,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120028,2008,5.264258492,193302920,65722,0,5000,0,0,0,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120028,2009,5.279756805,196322125,66750,1,5000,12875,9.463042726,12875,8.517193191,1,1,0,1,0,0,0,0,0,0,0,1
120028,2010,5.345047353,209567808,60774,1,5000,66931.96,11.11143186,66931.96,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120029,2009,3.724259653,41440541,13261,0,10000,0,0,0,9.210340372,1,0,0,1,0,0,0,0,1,0,0,0
120029,2010,3.950410987,51956716,11950,7,5000,32828.12,10.39904074,4689.731429,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120030,2006,7.558246648,1916482297,383297,100,50000,5047367.54,15.43437739,50473.6754,10.81977828,1,0,0,1,0,0,0,0,0,0,0,1
120030,2007,7.637338788,2074216536,373359,157,50000,1855679.59,14.43376154,11819.61522,10.81977828,1,0,0,1,0,0,0,0,0,0,0,1
120030,2008,7.688990634,2184168823,393150,67,50000,1459481.92,14.19359208,21783.31224,10.81977828,1,0,0,1,0,0,0,0,0,0,0,1
120030,2009,7.736616944,2290709661,412328,228,50000,2160411.07,14.58580907,9475.487149,10.81977828,1,0,0,1,0,0,0,0,0,0,0,1
120030,2010,7.801717364,2444796980,391168,103,50000,4920530.65,15.40892694,47772.14223,10.81977828,1,0,0,1,0,0,0,0,0,0,0,1
120032,2006,3.346955288,28416083,11366,1,1000,19714.09,9.889088887,19714.09,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120032,2007,3.419173407,30544157,10385,0,1000,0,0,0,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120032,2008,3.483718155,32580637,10752,2,1000,5366.77,8.587981517,2683.385,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120032,2009,3.523141113,33890716,10845,2,1000,30722.54,10.33275187,15361.27,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120032,2010,3.597620843,36511265,10223,1,1000,2601.5,7.863843481,2601.5,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120033,2006,4.782626895,119417636,48961,0,2500,0,0,0,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120033,2007,4.858208794,128793300,47653,0,2500,0,0,0,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120033,2008,4.916597222,136537216,49153,1,2500,38568.02,10.56017871,38568.02,7.824046011,1,1,0,1,0,0,0,0,0,0,0,1
120033,2009,4.950376965,141228192,50842,1,2500,8720.69,9.073453642,8720.69,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120033,2010,5.035751817,153815190,47683,1,2500,7536.73,8.92754368,7536.73,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120036,2006,4.617258171,101216134,69839,8,500,58004.7,10.96827932,7250.5875,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120036,2007,4.672201058,106932849,67368,4,500,25819.98,10.15890389,6454.995,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120036,2008,4.717850259,111927379,68275,5,500,15195.01,9.628722363,3039.002,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120036,2009,4.62223674,101721302,62050,1,500,1185.9,7.078257259,1185.9,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120036,2010,4.583126929,97819792,47931,4,500,24862.73,10.12112517,6215.6825,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120038,2006,5.331791687,206808178,113744,5,2500,29527.79,10.29308713,5905.558,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120038,2007,5.427775603,227642315,106992,3,2500,12959.55,9.469588247,4319.85,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120038,2008,5.481700755,240254975,98505,3,5000,32625.15,10.39283874,10875.05,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120038,2009,5.524970253,250878875,105370,0,5000,0,0,0,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120038,2010,5.592907996,268515327,93980,6,5000,69066.78,11.14282914,11511.13,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120039,2006,2.951268604,19130207,12435,0,500,0,0,0,6.214608098,1,0,0,1,0,0,0,0,1,0,0,0
120039,2007,3.022346746,20539436,12118,2,500,6975.6,8.850173624,3487.8,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120039,2008,3.40717054,30179731,17805,3,500,16067.38,9.684546409,5355.793333,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120039,2009,3.458791471,31778548,19067,1,500,64066,11.06766908,64066,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120039,2010,3.51905037,33752361,18563,2,500,20007.73,9.903873978,10003.865,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120040,2006,4.374778254,79422226,24620,0,25000,0,0,0,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120040,2007,4.447048223,85374565,23904,0,25000,0,0,0,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120040,2008,4.535646577,93283811,24254,2,25000,5942.35,8.689859957,2971.175,10.1266311,1,1,0,1,0,0,0,0,0,0,0,1
120040,2009,4.583911881,97896606,24475,1,25000,1858.13,7.527325885,1858.13,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120040,2010,4.646944098,104265872,22939,1,25000,2117.43,7.657958368,2117.43,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120042,2009,3.65245429,38569210,20442,2,10000,1923.3,7.56179774,961.65,9.210340372,0,0,0,1,0,0,0,0,0,0,1,0
120042,2010,4.176544142,65140348,24102,1,10000,623,6.434546519,623,9.210340372,0,0,0,1,0,0,0,0,0,0,0,1
120043,2006,3.770448381,43399520,20832,0,2500,0,0,0,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120043,2007,3.848705243,46932258,18773,2,2500,3065.95,8.028112751,1532.975,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120043,2008,3.927629528,50786447,20822,1,2500,29398.15,10.28868703,29398.15,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120043,2009,3.972951336,53141137,19662,2,5000,17489.69,9.769366843,8744.845,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120043,2010,4.062899921,58142676,16280,2,5000,592.26,6.383945728,296.13,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120044,2006,5.17830733,177382307,156096,2,500,9623.05,9.171916541,4811.525,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120044,2007,5.231082301,186995079,115936,1,500,2629,7.874358825,2629,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120044,2008,5.28793783,197934829,114802,6,500,47803.42,10.77485246,7967.236667,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120044,2009,5.344630757,209480521,121499,5,500,6892.8,8.838232668,1378.56,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120044,2010,5.440071571,230458677,99097,2,1000,12602.85,9.441678258,6301.425,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120046,2006,3.368103297,29023426,22638,2,1000,1749.09,7.466850932,874.545,6.907755279,0,0,0,1,0,0,0,0,0,0,0,1
120046,2007,3.448377393,31449321,21385,0,1000,0,0,0,6.907755279,0,0,0,1,0,0,0,0,0,0,0,1
120046,2008,3.496555772,33001591,21450,2,1000,16476.89,9.709714072,8238.445,6.907755279,0,0,0,1,0,0,0,0,0,0,0,1
120046,2009,3.582247825,35954269,22292,1,1000,2504,7.825644732,2504,6.907755279,0,0,0,1,0,0,0,0,0,0,0,1
120046,2010,3.671884403,39325942,23988,6,1000,25175.55,10.13362856,4195.925,6.907755279,0,0,0,1,0,0,0,0,0,0,0,1
120047,2006,3.671952574,39328623,25563,3,500,12009.72,9.393471601,4003.24,6.214608098,1,0,0,1,0,0,0,0,1,0,0,0
120047,2007,3.824795249,45823417,26577,5,500,14334.42,9.570418917,2866.884,6.214608098,1,0,0,1,0,0,0,0,1,0,0,0
120047,2008,3.881020021,48473634,27631,1,500,2922.71,7.980266547,2922.71,6.214608098,1,0,0,1,0,0,0,0,1,0,0,0
120047,2009,4.048742847,57325345,32675,1,500,72336.83,11.18908868,72336.83,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120047,2010,4.387799639,80463176,41840,1,500,2825,7.946263644,2825,6.214608098,1,0,0,1,0,0,0,0,0,0,0,1
120048,2006,4.155607772,63790723,29344,3,1000,3581.91,8.183651457,1193.97,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120048,2007,4.222385604,68195979,27960,2,1000,4147.54,8.330270666,2073.77,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120048,2008,4.31417665,74752051,29900,1,1000,1039,6.946013991,1039,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120048,2009,4.37263145,79251905,29324,0,1000,0,0,0,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120048,2010,4.347634795,77295427,25507,3,1000,66224.39,11.1008041,22074.79667,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120049,2006,4.184852959,65683842,34156,2,1000,10501.12,9.259237197,5250.56,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120049,2007,4.248135892,69974850,28689,2,1000,146554.24,11.89515088,73277.12,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120049,2008,4.320433093,75221199,31593,2,1000,5661,8.641355834,2830.5,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120049,2009,4.390566231,80686093,33081,4,1000,7423.81,8.912447681,1855.9525,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120049,2010,4.314832751,74801112,26928,4,1000,1297,7.167809184,324.25,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120050,2006,3.169305929,23790966,14987,1,1000,6337.15,8.75418442,6337.15,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120050,2007,3.215186949,24907948,12952,0,1000,0,0,0,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120050,2008,3.307553952,27318222,12566,2,1000,18265.27,9.812756721,9132.635,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120050,2009,3.41094898,30293979,12117,1,1000,9102.19,9.116270323,9102.19,6.907755279,1,0,0,1,0,0,0,0,1,0,0,0
120050,2010,3.38616638,29552442,11525,1,1000,10484.62,9.2576647,10484.62,6.907755279,1,0,0,1,0,0,0,0,0,0,0,1
120051,2006,5.02732261,152524099,30505,0,25000,0,0,0,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120051,2007,5.19372193,180137767,30623,1,25000,134128.98,11.80655715,134128.98,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120051,2008,5.382616262,217590806,32640,0,25000,0,0,0,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120051,2009,5.428420754,227789226,34167,1,25000,159109.46,11.97734767,159109.46,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120051,2010,5.490332451,242337759,31505,0,25000,0,0,0,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120053,2006,5.210650246,183213153,65956,1,2500,4837.23,8.484097522,4837.23,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120053,2007,5.219393633,184822080,59143,4,2500,108986.45,11.59897884,27246.6125,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120053,2008,5.268258811,194077742,65986,1,2500,3625,8.195609567,3625,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120053,2009,5.342131389,208957606,52240,4,2500,81100.67,11.3034465,20275.1675,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120053,2010,5.299530965,200242867,54065,4,2500,75831.34,11.23626694,18957.835,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120054,2006,3.810030943,45151836,20770,0,2500,0,0,0,7.824046011,1,0,0,1,0,0,0,0,1,0,0,0
120054,2007,3.858313426,47385365,19428,2,2500,108211.19,11.59184006,54105.595,7.824046011,1,0,0,1,0,0,0,0,1,0,0,0
120054,2008,3.911136112,49955675,21980,3,2500,22958.39,10.04143873,7652.796667,7.824046011,1,0,0,1,0,0,0,0,1,0,0,0
120054,2009,3.974663927,53232224,19696,0,2500,0,0,0,7.824046011,1,0,0,1,0,0,0,0,1,0,0,0
120054,2010,3.973250344,53157029,21263,0,2500,0,0,0,7.824046011,1,0,0,1,0,0,0,0,0,0,0,1
120056,2006,4.600967377,99580601,22903,3,25000,4923.36,8.501746503,1641.12,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120056,2007,4.689776639,108828869,33737,1,5000,2720,7.908387159,2720,8.517193191,1,0,0,1,0,0,0,0,0,0,0,1
120056,2008,4.745677529,115085753,24168,2,25000,25449,10.14443173,12724.5,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120056,2009,4.79029034,120336302,22864,1,25000,28884.85,10.27107252,28884.85,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120056,2010,4.973127821,144478083,23116,3,25000,21693.98,9.984790082,7231.326667,10.1266311,1,0,0,1,0,0,0,0,0,0,0,1
120057,2006,2.948384501,19075113,14498,4,500,11879.36,9.382557719,2969.84,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120057,2007,2.994933304,19984027,13989,1,500,1547.78,7.344576925,1547.78,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120057,2008,3.048825831,21090566,14130,1,500,18623.05,9.83215534,18623.05,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120057,2009,3.118798573,22619188,12667,2,500,548.95,6.308007363,274.475,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120057,2010,3.091301238,22005694,13424,2,500,9378.5,9.146175115,4689.25,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120058,2006,5.341858713,208900636,27157,8,75000,34036.45,10.43518729,4254.55625,11.22524339,1,0,0,1,0,0,0,0,0,0,0,1
120058,2007,5.402390066,221936225,22193,8,75000,48697,10.79337271,6087.125,11.22524339,1,0,0,1,0,0,0,0,0,0,0,1
120058,2008,5.399700591,221340135,24348,10,75000,61508.72,11.02693423,6150.872,11.22524339,1,0,0,1,0,0,0,0,0,0,0,1
120058,2009,5.460558058,235228659,23523,11,75000,61690.48,11.0298849,5608.225455,11.22524339,1,0,0,1,0,0,0,0,0,0,0,1
120058,2010,5.413428569,224399640,17952,6,75000,18550.83,9.828269811,3091.805,11.22524339,1,0,0,1,0,0,0,0,0,0,0,1
120059,2009,3.554077741,34955567,27964,0,2500,0,0,0,7.824046011,0,0,0,1,0,0,0,0,1,0,0,0
120059,2010,4.097423019,60184992,40324,5,2500,62146.01,11.0372419,12429.202,7.824046011,0,0,0,1,0,0,0,0,0,0,0,1
120060,2006,3.584534367,36036574,19459,1,500,851,6.746412129,851,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120060,2007,3.658673823,38809840,19793,4,500,30496.93,10.3253813,7624.2325,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120060,2008,3.710188593,40861512,22474,3,500,5455.1,8.60430623,1818.366667,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
120060,2009,3.763488913,43098531,23705,2,500,5702.78,8.648709054,2851.39,6.214608098,0,0,0,1,0,0,0,0,0,0,0,1
